Obs,Folha,Ep_Emissao,Tipo,Planta,Sexo,Galho,Ep_Medicao,Idade,A,gs,E,PPFD,Ta,Tl,IdadeE,Estacoes,environment,period_label,WUE,iWUE,LUE,deltaT,bio_unit,time_idx
77,15,2,sombra,1,F,1,7,11,1.06195,0.15917499999999998,1.3,17.72,18.3325,18.3075,Madura,inverno,FUS,Jul 2004,0.8168846153846153,6.671587874980368,0.05992945823927765,-0.02499999999999858,1_2,13
78,15,2,sombra,1,F,1,8,13,0.6557000000000001,0.11412499999999999,1.775,6.589,20.14,19.065,Velha,primavera,FUS,Sep 2004,0.3694084507042254,5.745454545454546,0.09951434208529368,-1.0749999999999993,1_2,15
79,15,2,sombra,1,F,1,9,15,2.3075,0.1831,2.725,21.4,22.18,21.46,Velha,primavera,FUS,Nov 2004,0.846788990825688,12.602403058438012,0.10782710280373833,-0.7199999999999989,1_2,17
80,15,2,sombra,1,F,1,10,17,0.145275,0.117575,1.35,4.98675,26.2375,25.8075,Velha,verao,FUS,Jan 2005,0.10761111111111109,1.2355943015096746,0.029132200330876823,-0.4299999999999997,1_2,19
81,15,2,sombra,1,F,1,11,19,1.00017,0.16615000000000002,0.95,21.91,21.12,20.385,Velha,outono,FUS,Mar 2005,1.0528105263157894,6.019681011134517,0.045649018712916475,-0.7349999999999994,1_2,21
82,15,2,sombra,1,F,1,12,21,0.21685000000000001,0.062775,0.475,6.693,23.48,23.155,Velha,inverno,FUS,May 2005,0.4565263157894737,3.4544006371963367,0.03239952188854027,-0.3249999999999993,1_2,23
83,16,2,sombra,1,F,2,2,1,1.1592500000000001,0.17950000000000002,2.3,37.375,20.6625,20.0675,Jovem,primavera,FUS,Sep 2003,0.5040217391304349,6.458217270194986,0.031016722408026758,-0.5950000000000024,1_2,3
84,16,2,sombra,1,F,2,3,3,3.7905,0.19031,3.1125,51.235,28.2275,27.73,Jov_Madura,primavera,FUS,Nov 2003,1.217831325301205,19.91750302138616,0.07398262906216455,-0.4974999999999987,1_2,5
85,16,2,sombra,1,F,2,4,5,1.4185,0.113525,1.5375,22.6025,25.8325,25.33,Jov_Madura,verao,FUS,Jan 2004,0.9226016260162602,12.495045144241358,0.06275854440880434,-0.5025000000000013,1_2,7
86,16,2,sombra,1,F,2,5,7,1.91633,0.2167,4.33333,32.16,26.7233,25.8567,Madura,outono,FUS,Mar 2004,0.44223034017718477,8.843239501615136,0.05958737562189056,-0.8665999999999983,1_2,9
87,16,2,sombra,1,F,2,6,9,0.45935000000000004,0.088575,1.425,3.87075,18.92,18.255,Madura,inverno,FUS,May 2004,0.3223508771929825,5.1860005644933675,0.11867209197184009,-0.6650000000000027,1_2,11
88,16,2,sombra,1,F,2,7,11,2.321,0.148675,1.15,6.19925,20.28,19.965,Madura,inverno,FUS,Jul 2004,2.0182608695652178,15.611232554229025,0.37440012904786873,-0.3150000000000013,1_2,13
89,16,2,sombra,1,F,2,8,13,1.5385,0.11057499999999999,1.8,7.5605,20.745,19.895,Velha,primavera,FUS,Sep 2004,0.8547222222222222,13.913633280578793,0.20349183255075723,-0.8500000000000014,1_2,15
90,16,2,sombra,1,F,2,9,15,1.52225,0.116425,1.925,21.52,22.1075,21.405,Velha,primavera,FUS,Nov 2004,0.7907792207792208,13.07494094910887,0.07073652416356878,-0.7025000000000006,1_2,17
91,17,2,sombra,2,M,1,2,1,1.4655,0.0847,1.125,31.7975,20.135,19.91,Jovem,primavera,FUS,Sep 2003,1.3026666666666666,17.302243211334122,0.046088528972403495,-0.22500000000000142,2_2,3
92,17,2,sombra,2,M,1,3,3,4.9005,0.125275,1.7625,824.2,28.915,29.79,Jov_Madura,primavera,FUS,Nov 2003,2.7804255319148936,39.11794053083217,0.0059457655908760005,0.875,2_2,5
93,17,2,sombra,2,M,1,4,5,1.322,0.182718,2.4325,27.6425,26.0425,25.595,Jov_Madura,verao,FUS,Jan 2004,0.5434737923946557,7.235193029696035,0.04782490729854391,-0.44750000000000156,2_2,7
94,18,2,sombra,2,M,2,2,1,0.8418249999999999,0.0839,1.175,36.2675,19.88,19.63,Jovem,primavera,FUS,Sep 2003,0.7164468085106382,10.033671036948748,0.02321155304335838,-0.25,2_2,3
95,18,2,sombra,2,M,2,4,5,0.7410749999999999,0.078156,1.3475,10.4263,26.3625,26.26,Jov_Madura,verao,FUS,Jan 2004,0.5499628942486086,9.481997543374787,0.07107746755800236,-0.10249999999999915,2_2,7
96,18,2,sombra,2,M,2,5,7,2.06675,0.158375,3.85,27.8075,27.1175,26.5625,Madura,outono,FUS,Mar 2004,0.5368181818181817,13.049723756906078,0.07432347388294525,-0.5549999999999997,2_2,9
97,18,2,sombra,2,M,2,6,9,2.30775,0.18530000000000002,1.2,35.3825,19.9875,19.3075,Madura,inverno,FUS,May 2004,1.923125,12.45412844036697,0.0652229209354907,-0.6799999999999997,2_2,11
98,18,2,sombra,2,M,2,7,11,1.53475,0.09855000000000001,0.775,30.8875,19.9425,19.6725,Madura,inverno,FUS,Jul 2004,1.9803225806451612,15.573313039066463,0.04968838526912182,-0.2699999999999996,2_2,13
99,18,2,sombra,2,M,2,8,13,2.52875,0.13067499999999999,2.375,58.9725,21.7075,21.115,Velha,primavera,FUS,Sep 2004,1.0647368421052632,19.3514444231873,0.04288015600491755,-0.5925000000000011,2_2,15
100,18,2,sombra,2,M,2,9,15,1.65525,0.15065,2.15,26.445,22.4325,21.5625,Velha,primavera,FUS,Nov 2004,0.7698837209302326,10.987387985396614,0.06259217243335224,-0.870000000000001,2_2,17
101,18,2,sombra,2,M,2,10,17,0.46245,0.0623,0.8,13.6875,27.4625,27.1075,Velha,verao,FUS,Jan 2005,0.5780625,7.422953451043339,0.03378630136986301,-0.3549999999999969,2_2,19
102,18,2,sombra,2,M,2,11,19,1.37785,0.168875,1.025,30.45,21.57,20.8725,Velha,outono,FUS,Mar 2005,1.3442439024390245,8.15899333826795,0.0452495894909688,-0.6975000000000016,2_2,21
103,18,2,sombra,2,M,2,12,21,2.117,0.266275,0.8,57.11,21.01,19.99,Velha,inverno,FUS,May 2005,2.6462499999999998,7.950427189935218,0.037068814568376816,-1.0200000000000031,2_2,23
104,19,2,sombra,2,M,3,2,1,0.8378,0.12332499999999999,1.725,36.0725,20.425,20.1,Jovem,primavera,FUS,Sep 2003,0.48568115942028983,6.793431988647882,0.02322544874904706,-0.3249999999999993,2_2,3
105,19,2,sombra,2,M,3,3,3,5.18175,0.179562,1.0375,867.05,28.055,28.255,Jov_Madura,primavera,FUS,Nov 2003,4.994457831325301,28.85772045310255,0.005976298944697538,0.1999999999999993,2_2,5
106,19,2,sombra,2,M,3,5,7,2.2665,0.21205000000000002,5.5,19.1928,29.2825,28.5625,Madura,outono,FUS,Mar 2004,0.4120909090909091,10.688516859231314,0.11809115918469427,-0.7199999999999989,2_2,9
107,19,2,sombra,2,M,3,6,9,2.317,0.17555,1.3,19.07,20.4275,20.01,Madura,inverno,FUS,May 2004,1.7823076923076924,13.1985189404728,0.12149973780807552,-0.4174999999999969,2_2,11
108,19,2,sombra,2,M,3,7,11,1.44232,0.15460000000000002,1.475,10.73,20.775,20.315,Madura,inverno,FUS,Jul 2004,0.9778440677966102,9.329366106080206,0.13441938490214353,-0.4599999999999973,2_2,13
109,19,2,sombra,2,M,3,8,13,5.42075,0.103225,2.175,199.055,23.9275,23.3,Velha,primavera,FUS,Sep 2004,2.492298850574713,52.51392589004602,0.027232423199618196,-0.6274999999999977,2_2,15
110,19,2,sombra,2,M,3,9,15,1.46275,0.100975,1.675,24.48,22.3025,21.63,Velha,primavera,FUS,Nov 2004,0.8732835820895523,14.486258974993811,0.05975285947712418,-0.6724999999999994,2_2,17
111,19,2,sombra,2,M,3,10,17,0.76565,0.056124999999999994,0.775,15.5625,28.09,27.7975,Velha,verao,FUS,Jan 2005,0.9879354838709677,13.641870824053454,0.04919839357429719,-0.2925000000000004,2_2,19
112,19,2,sombra,2,M,3,11,19,0.0705667,0.056766699999999996,0.5666669999999999,0.926767,22.96,22.3333,Velha,outono,FUS,Mar 2005,,,,-0.6266999999999996,2_2,21
113,19,2,sombra,2,M,3,12,21,1.06358,0.6968249999999999,2.625,26.7775,22.185,21.665,Velha,inverno,FUS,May 2005,0.40517333333333333,1.5263229648764038,0.03971916721127813,-0.5199999999999996,2_2,23
114,20,2,sombra,3,F,1,2,1,0.044175,0.11322499999999999,1.75,25.995,21.255,20.875,Jovem,primavera,FUS,Sep 2003,0.025242857142857143,0.3901523515124752,0.0016993652625504905,-0.379999999999999,3_2,3
115,20,2,sombra,3,F,1,3,3,4.666,0.13122499999999998,1.7625,299.975,28.325,28.235,Jov_Madura,primavera,FUS,Nov 2003,2.647375886524823,35.557248999809495,0.015554629552462704,-0.08999999999999986,3_2,5
116,20,2,sombra,3,F,1,5,7,1.4562,0.18535000000000001,4.9,44.945,29.32,28.85,Madura,outono,FUS,Mar 2004,0.29718367346938773,7.856487725923927,0.03239959951051285,-0.46999999999999886,3_2,9
117,20,2,sombra,3,F,1,6,9,1.682,0.11867499999999999,1.3,24.935,19.3225,18.9575,Madura,inverno,FUS,May 2004,1.2938461538461536,14.17316199705077,0.06745538399839583,-0.365000000000002,3_2,11
118,20,2,sombra,3,F,1,7,11,4.3895,0.53485,3.85,20.0975,19.4775,19.315,Madura,inverno,FUS,Jul 2004,1.14012987012987,8.206973917920912,0.2184102500310984,-0.16249999999999787,3_2,13
119,20,2,sombra,3,F,1,8,13,2.1725,0.083975,1.55,14.93,21.6125,20.955,Velha,primavera,FUS,Sep 2004,1.4016129032258062,25.870794879428402,0.1455123911587408,-0.6575000000000024,3_2,15
121,22,2,sombra,4,F,1,2,1,4.00425,0.0966,2.175,887.975,24.66,25.655,Jovem,primavera,FUS,Sep 2003,1.8410344827586207,41.451863354037265,0.004509417494861905,0.995000000000001,4_2,3
122,22,2,sombra,4,F,1,3,3,1.6895,0.21992499999999998,1.525,680.925,29.68,29.0175,Jov_Madura,primavera,FUS,Nov 2003,1.1078688524590166,7.682164374218484,0.0024811836839593203,-0.6625000000000014,4_2,5
123,22,2,sombra,4,F,1,4,5,1.1184,0.17982,2.9925,15.715,27.12,26.665,Jov_Madura,verao,FUS,Jan 2004,0.373734335839599,6.219552886219553,0.07116767419662744,-0.45500000000000185,4_2,7
124,22,2,sombra,4,F,1,5,7,0.9428500000000001,0.18025000000000002,3.725,7.64725,26.54,25.705,Madura,outono,FUS,Mar 2004,0.25311409395973156,5.230790568654646,0.1232926869135964,-0.8350000000000009,4_2,9
125,22,2,sombra,4,F,1,6,9,0.38887499999999997,0.15795,1.2,4.5945,20.535,19.935,Madura,inverno,FUS,May 2004,0.3240625,2.4620132953466283,0.08463924257264119,-0.6000000000000014,4_2,11
126,22,2,sombra,4,F,1,7,11,1.379,0.13745000000000002,1.275,19.705,21.135,20.6625,Madura,inverno,FUS,Jul 2004,1.0815686274509804,10.032739177882865,0.0699822380106572,-0.47250000000000014,4_2,13
127,22,2,sombra,4,F,1,8,13,2.15725,0.12085000000000001,2.2,13.2375,23.0175,21.625,Velha,primavera,FUS,Sep 2004,0.9805681818181817,17.85064129085643,0.1629650613786591,-1.3924999999999983,4_2,15
128,22,2,sombra,4,F,1,9,15,0.53825,0.0632,1.6,7.402,26.3825,25.8825,Velha,primavera,FUS,Nov 2004,0.33640624999999996,8.516613924050633,0.07271683328830046,-0.5,4_2,17
129,22,2,sombra,4,F,1,10,17,0.502033,0.053700000000000005,0.733333,4.08075,28.4025,27.98,Velha,verao,FUS,Jan 2005,0.6845907657230752,9.348845437616385,0.12302468908901548,-0.42249999999999943,4_2,19
130,22,2,sombra,4,F,1,11,19,0.425425,0.11355000000000001,0.575,8.3125,20.5025,20.2725,Velha,outono,FUS,Mar 2005,0.7398695652173913,3.7465874064288855,0.05117894736842105,-0.23000000000000043,4_2,21
131,22,2,sombra,4,F,1,12,21,0.3423,0.070875,0.5,10.6975,23.33,22.83,Velha,inverno,FUS,May 2005,0.6846,4.82962962962963,0.03199813040430007,-0.5,4_2,23
132,23,2,sombra,4,F,2,5,7,3.5215,0.295025,7.15,10.7285,29.0675,28.49,Madura,outono,FUS,Mar 2004,0.4925174825174825,11.936276586729939,0.32823787109101926,-0.5775000000000006,4_2,9
